[21Apr2020 11:37:38.831] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmluserdevclient, --fml.mcpVersion, 20200122.131323, --fml.mcVersion, 1.15.2, --fml.forgeGroup, net.minecraftforge, --fml.forgeVersion, 31.1.9, --version, MOD_DEV, --assetIndex, 1.15, --assetsDir, C:\Users\D\.gradle\caches\forge_gradle\assets, --username, Dev, --accessToken, ❄❄❄❄❄❄❄❄, --userProperties, {}]
[21Apr2020 11:37:38.836] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 5.0.0-milestone.4+67+b1a340b starting: java version 1.8.0_241 by Oracle Corporation
[21Apr2020 11:37:39.211] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[21Apr2020 11:37:40.205] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'fmluserdevclient' with arguments [--version, MOD_DEV, --gameDir, ., --assetsDir, C:\Users\D\.gradle\caches\forge_gradle\assets, --assetIndex, 1.15, --username, Dev, --accessToken, ❄❄❄❄❄❄❄❄, --userProperties, {}]
[21Apr2020 11:37:42.893] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Dev
[21Apr2020 11:37:58.403] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.2.2 build 10
[21Apr2020 11:38:00.620] [modloading-worker-3/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 31.1.43, for MC 1.15.2 with MCP 20200307.202953
[21Apr2020 11:38:00.620] [modloading-worker-3/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v31.1.43 Initialized
[21Apr2020 11:38:05.811] [Render thread/INFO] [com.mojang.text2speech.NarratorWindows/]: Narrator library for x64 successfully loaded
[21Apr2020 11:38:05.912] [Render thread/INFO] [net.minecraft.resources.SimpleReloadableResourceManager/]: Reloading ResourceManager: Default, Mod Resources
[21Apr2020 11:38:06.110] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/maven/net/minecraftforge/forge/promotions_slim.json
[21Apr2020 11:38:06.953] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: OUTDATED Current: 31.1.9 Target: 31.1.47
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=straight,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=inner_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=outer_left,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=straight,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=straight,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=top,shape=inner_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=straight,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=straight,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=top,shape=inner_left,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=inner_left,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=outer_left,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=inner_left,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=outer_left,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=top,shape=inner_right,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=inner_right,waterlogged=true'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=inner_right,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=straight,waterlogged=false'
[21Apr2020 11:38:12.234] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=inner_right,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=outer_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=straight,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=inner_right,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=top,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=top,shape=outer_right,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=inner_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=inner_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=straight,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=straight,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=outer_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=top,shape=inner_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=outer_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=inner_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=straight,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=inner_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=inner_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=outer_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=straight,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=outer_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=inner_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=inner_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=inner_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=inner_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=bottom,shape=straight,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=top,shape=outer_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=inner_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=outer_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=inner_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=west,half=top,shape=outer_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=bottom,shape=inner_right,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=outer_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=east,half=bottom,shape=inner_right,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=north,half=top,shape=outer_left,waterlogged=false'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=top,shape=inner_left,waterlogged=true'
[21Apr2020 11:38:12.235] [Server-Worker-6/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'slabsstairswalls:blockstates/slime_stairs.json' missing model for variant: 'slabsstairswalls:slime_stairs#facing=south,half=bottom,shape=inner_right,waterlogged=false'
